has_iep,enl_minutes_required,grade,enl_level,homeroom,last_name,student_id,iep_services,mtss_tier,first_name,testing_accommodations,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"false","0","5","none","Room 501A","Salinas","PS101-5036","[]","tier_1","Kade","[]","active","69fc978a098a9219c1d5a9f3","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501B","Macias","PS101-5037","[]","tier_2","Lore","[]","active","69fc978a098a9219c1d5a9f4","2026-05-07T13:45:46.906000","2026-06-01T18:04:21.126000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Tapia","PS101-5038","[]","tier_1","Mica","[]","active","69fc978a098a9219c1d5a9f5","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","5","emerging","Room 501B","Moran","PS101-5039","[]","tier_1","Noel","[]","active","69fc978a098a9219c1d5a9f6","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Zamora","PS101-5040","[]","tier_1","Onyx","[]","active","69fc978a098a9219c1d5a9f7","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501B","Dunn","PS101-5041","[]","tier_1","Page","[]","active","69fc978a098a9219c1d5a9f8","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Parks","PS101-5042","[]","tier_1","Reef","[]","active","69fc978a098a9219c1d5a9f9","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501B","Barron","PS101-5043","[]","tier_1","Shea","[]","active","69fc978a098a9219c1d5a9fa","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Holt","PS101-5044","[]","tier_2","Tove","[]","active","69fc978a098a9219c1d5a9fb","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","5","entering","Room 501B","Cervantes","PS101-5045","[]","tier_1","Ulva","[]","active","69fc978a098a9219c1d5a9fc","2026-05-07T13:45:46.906000","2026-05-15T18:56:29.499000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Montoya","PS101-5046","[]","tier_1","Vex","[]","active","69fc978a098a9219c1d5a9fd","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501B","Rangel","PS101-5047","[]","tier_1","Wes","[]","active","69fc978a098a9219c1d5a9fe","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Galindo","PS101-5048","[]","tier_1","Xen","[]","active","69fc978a098a9219c1d5a9ff","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501B","Tanaka","PS101-5049","[]","tier_1","Yuki","[]","active","69fc978a098a9219c1d5aa00","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","5","none","Room 501A","Reyes","PS101-5050","[]","tier_1","Zion","[]","active","69fc978a098a9219c1d5aa01","2026-05-07T13:45:46.906000","2026-05-07T13:45:46.906000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Tran","PS101-3026","[]","tier_1","Abel","[]","active","69fc978a098a9219c1d5a9d0","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","3","entering","Room 301B","Hurst","PS101-3027","[]","tier_1","Blair","[]","active","69fc978a098a9219c1d5a9d1","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Watts","PS101-3028","[]","tier_2","Cole","[]","active","69fc978a098a9219c1d5a9d2","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Castillo","PS101-3029","[]","tier_1","Dove","[]","active","69fc978a098a9219c1d5a9d3","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","3","emerging","Room 301A","Soto","PS101-3030","[]","tier_1","Eli","[]","active","69fc978a098a9219c1d5a9d4","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Ochoa","PS101-3031","[]","tier_1","Freya","[]","active","69fc978a098a9219c1d5a9d5","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Avila","PS101-3032","[]","tier_1","Gio","[]","active","69fc978a098a9219c1d5a9d6","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","3","entering","Room 301B","Mora","PS101-3033","[]","tier_1","Harriet","[]","active","69fc978a098a9219c1d5a9d7","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Chambers","PS101-3034","[]","tier_1","Ira","[]","active","69fc978a098a9219c1d5a9d8","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Rojas","PS101-3035","[]","tier_1","Juno","[]","active","69fc978a098a9219c1d5a9d9","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Nguyen","PS101-3036","[]","tier_1","Kace","[]","active","69fc978a098a9219c1d5a9da","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Cabrera","PS101-3037","[]","tier_2","Lara","[]","active","69fc978a098a9219c1d5a9db","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Trujillo","PS101-3038","[]","tier_1","Max","[]","active","69fc978a098a9219c1d5a9dc","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","3","emerging","Room 301B","Okonkwo","PS101-3039","[]","tier_1","Nyx","[]","active","69fc978a098a9219c1d5a9dd","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Leal","PS101-3040","[]","tier_1","Otto","[]","active","69fc978a098a9219c1d5a9de","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Zuniga","PS101-3041","[]","tier_1","Pearl","[]","active","69fc978a098a9219c1d5a9df","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Figueroa","PS101-3042","[]","tier_1","Quin","[]","active","69fc978a098a9219c1d5a9e0","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Acevedo","PS101-3043","[]","tier_1","Reed","[]","active","69fc978a098a9219c1d5a9e1","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Serrano","PS101-3044","[]","tier_2","Sloane","[]","active","69fc978a098a9219c1d5a9e2","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","3","entering","Room 301B","Ruiz","PS101-3045","[]","tier_1","Theo","[]","active","69fc978a098a9219c1d5a9e3","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Cantu","PS101-3046","[]","tier_1","Uri","[]","active","69fc978a098a9219c1d5a9e4","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Chavez","PS101-3047","[]","tier_1","Vada","[]","active","69fc978a098a9219c1d5a9e5","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Deleon","PS101-3048","[]","tier_1","Wade","[]","active","69fc978a098a9219c1d5a9e6","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301B","Esquivel","PS101-3049","[]","tier_1","Xio","[]","active","69fc978a098a9219c1d5a9e7","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","3","none","Room 301A","Ferreira","PS101-3050","[]","tier_1","Yani","[]","active","69fc978a098a9219c1d5a9e8","2026-05-07T13:45:46.806000","2026-05-07T13:45:46.806000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Garrett","PS101-4026","[]","tier_1","Ace","[]","active","69fc978a098a9219c1d5a9b7","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","4","entering","Room 401B","Nolan","PS101-4027","[]","tier_1","Bex","[]","active","69fc978a098a9219c1d5a9b8","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Hoffman","PS101-4028","[]","tier_2","Crew","[]","active","69fc978a098a9219c1d5a9b9","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Pittman","PS101-4029","[]","tier_1","Dawn","[]","active","69fc978a098a9219c1d5a9ba","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","4","emerging","Room 401A","Lindsey","PS101-4030","[]","tier_1","Ezra","[]","active","69fc978a098a9219c1d5a9bb","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Mcbride","PS101-4031","[]","tier_1","Fern","[]","active","69fc978a098a9219c1d5a9bc","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Harrington","PS101-4032","[]","tier_1","Grey","[]","active","69fc978a098a9219c1d5a9bd","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","4","entering","Room 401B","Trevino","PS101-4033","[]","tier_1","Huck","[]","active","69fc978a098a9219c1d5a9be","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Bernal","PS101-4034","[]","tier_1","Isla","[]","active","69fc978a098a9219c1d5a9bf","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Mckay","PS101-4035","[]","tier_1","Jett","[]","active","69fc978a098a9219c1d5a9c0","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Hodge","PS101-4036","[]","tier_1","Kira","[]","active","69fc978a098a9219c1d5a9c1","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Aguilar","PS101-4037","[]","tier_2","Lux","[]","active","69fc978a098a9219c1d5a9c2","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Velasquez","PS101-4038","[]","tier_1","Moss","[]","active","69fc978a098a9219c1d5a9c3","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","4","emerging","Room 401B","Dominguez","PS101-4039","[]","tier_1","Nell","[]","active","69fc978a098a9219c1d5a9c4","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Sparks","PS101-4040","[]","tier_1","Orin","[]","active","69fc978a098a9219c1d5a9c5","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Allison","PS101-4041","[]","tier_1","Pax","[]","active","69fc978a098a9219c1d5a9c6","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Cortez","PS101-4042","[]","tier_1","Remy","[]","active","69fc978a098a9219c1d5a9c7","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Pham","PS101-4043","[]","tier_1","Scout","[]","active","69fc978a098a9219c1d5a9c8","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Delaney","PS101-4044","[]","tier_2","Tate","[]","active","69fc978a098a9219c1d5a9c9","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","4","entering","Room 401B","Guerrero","PS101-4045","[]","tier_1","Ursa","[]","active","69fc978a098a9219c1d5a9ca","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Nunez","PS101-4046","[]","tier_1","Vale","[]","active","69fc978a098a9219c1d5a9cb","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Munoz","PS101-4047","[]","tier_1","West","[]","active","69fc978a098a9219c1d5a9cc","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Walton","PS101-4048","[]","tier_1","Xyla","[]","active","69fc978a098a9219c1d5a9cd","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401B","Chandra","PS101-4049","[]","tier_1","Yogi","[]","active","69fc978a098a9219c1d5a9ce","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","4","none","Room 401A","Okafor","PS101-4050","[]","tier_1","Zell","[]","active","69fc978a098a9219c1d5a9cf","2026-05-07T13:45:46.707000","2026-05-07T13:45:46.707000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Werner","PS101-2037","[]","tier_2","Lena","[]","active","69fc9758098a9219c1d5a99c","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Mack","PS101-2038","[]","tier_1","Miles","[]","active","69fc9758098a9219c1d5a99d","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","2","emerging","Room 201B","Vance","PS101-2039","[]","tier_1","Nina","[]","active","69fc9758098a9219c1d5a99e","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Hicks","PS101-2040","[]","tier_1","Omar","[]","active","69fc9758098a9219c1d5a99f","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Brewer","PS101-2041","[]","tier_1","Pam","[]","active","69fc9758098a9219c1d5a9a0","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Walton","PS101-2042","[]","tier_1","Rex","[]","active","69fc9758098a9219c1d5a9a1","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Nakamura","PS101-2043","[]","tier_1","Suki","[]","active","69fc9758098a9219c1d5a9a2","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Guerra","PS101-2044","[]","tier_2","Troy","[]","active","69fc9758098a9219c1d5a9a3","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","2","entering","Room 201B","Solis","PS101-2045","[]","tier_1","Ula","[]","active","69fc9758098a9219c1d5a9a4","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Cobb","PS101-2046","[]","tier_1","Van","[]","active","69fc9758098a9219c1d5a9a5","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Garner","PS101-2047","[]","tier_1","Wren","[]","active","69fc9758098a9219c1d5a9a6","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Reeves","PS101-2048","[]","tier_1","Xyla","[]","active","69fc9758098a9219c1d5a9a7","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Acosta","PS101-2049","[]","tier_1","Yoel","[]","active","69fc9758098a9219c1d5a9a8","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Osorio","PS101-2050","[]","tier_1","Zuri","[]","active","69fc9758098a9219c1d5a9a9","2026-05-07T13:44:56.680000","2026-05-07T13:44:56.680000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Barker","PS101-2026","[]","tier_1","Alton","[]","active","69fc9758098a9219c1d5a991","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","2","entering","Room 201B","Carr","PS101-2027","[]","tier_1","Bea","[]","active","69fc9758098a9219c1d5a992","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Rice","PS101-2028","[]","tier_2","Colby","[]","active","69fc9758098a9219c1d5a993","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Wade","PS101-2029","[]","tier_1","Dara","[]","active","69fc9758098a9219c1d5a994","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","2","emerging","Room 201A","Mejia","PS101-2030","[]","tier_1","Enzo","[]","active","69fc9758098a9219c1d5a995","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Ingram","PS101-2031","[]","tier_1","Faye","[]","active","69fc9758098a9219c1d5a996","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Pena","PS101-2032","[]","tier_1","Grant","[]","active","69fc9758098a9219c1d5a997","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","2","entering","Room 201B","Espinoza","PS101-2033","[]","tier_1","Hailey","[]","active","69fc9758098a9219c1d5a998","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Christensen","PS101-2034","[]","tier_1","Ivan","[]","active","69fc9758098a9219c1d5a999","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201B","Malone","PS101-2035","[]","tier_1","Jada","[]","active","69fc9758098a9219c1d5a99a","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","2","none","Room 201A","Huang","PS101-2036","[]","tier_1","Knox","[]","active","69fc9758098a9219c1d5a99b","2026-05-07T13:44:56.679000","2026-05-07T13:44:56.679000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","K","emerging","Room K-2","Osei","PS101-K039","[]","tier_1","Mira","[]","active","69fc9758098a9219c1d5a985","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.238000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","K","none","Room K-1","Grant","PS101-K040","[]","tier_1","Nolan","[]","active","69fc9758098a9219c1d5a986","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.251000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","K","none","Room K-2","Santiago","PS101-K041","[]","tier_1","Ora","[]","active","69fc9758098a9219c1d5a987","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.266000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","K","none","Room K-1","Hammond","PS101-K042","[]","tier_1","Pierce","[]","active","69fc9758098a9219c1d5a988","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.280000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","K","none","Room K-2","Barrera","PS101-K043","[]","tier_1","Quinn","[]","active","69fc9758098a9219c1d5a989","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.295000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","0","K","none","Room K-1","Padilla","PS101-K044","[]","tier_2","Rex","[]","active","69fc9758098a9219c1d5a98a","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.309000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
"false","360","K","entering","Room K-2","Obi","PS101-K045","[]","tier_1","Stella","[]","active","69fc9758098a9219c1d5a98b","2026-05-07T13:44:56.516000","2026-05-15T18:23:30.323000","69fa0215ff3c784069cea5aa","gauravmehra1984@gmail.com","false"
